Body,Head
?b parent Sancha_of_Castile_Queen_of_Aragon,Alfonso_II_of_Aragon child ?b
?a successor ?c   ?d successor ?c   ?d gender ?b,?a gender ?b
?a parent Philippe_II_Duke_of_Orl_ans,?a hasSpouse Yes
?b child Ferdinand_Karl_Archduke_of_Austria_Este,Ferdinand_Karl_Archduke_of_Austria_Este parent ?b
?c child ?b,Maria_Theresa_of_Spain child ?b
Louis_VII_of_France child ?a,"?a gender ""female"""
?c marriedTo ?a   ?c hasSpouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?b hasSpouse ?c,Louis_VII_of_France child ?b
?a child ?c,?a child Isabel_of_Viseu
?b child Agnes_of_Burgundy_Duchess_of_Bourbon,Philip_the_Good parent ?b
?b hasSpouse Yes,Robert_I_Duke_of_Burgundy parent ?b
?a mother ?c,?a parent Louis_Dauphin_of_France_son_of_Louis_XV
?c spouse ?b,Elisabeth_Farnese child ?b
?a spouse ?c   ?d child ?c   ?d gender ?b,?a gender ?b
Henry_VI_of_England parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c spouse ?a,?a parent Louis_Dauphin_of_France_son_of_Louis_XIV
?c parent ?b,Violant_of_Bar spouse ?b
?a hasSpouse Yes,?a child Mary_of_Burgundy
?c father ?a   ?d successor ?c   ?b child ?d,?a father ?b
?a child ?c   ?c predecessor ?d   ?d parent ?b,?a child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Maria_Anna_of_Spain
?a child George_IV,?a child Princess_Elizabeth_of_the_United_Kingdom
"?a gender ""female""",?a spouse Philip_II_Duke_of_Savoy
John_the_Fearless child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a hasSpouse Yes,?a child Anne_Marie_d_Orl_ans
?a child Hugh_Count_of_Vermandois,?a hasSpouse Yes
?c parent ?a,?a parent Louis_VI_of_France
?c predecessor ?a,?a successor Henry_II_of_England
?b child Richeza_of_Denmark,Ingeborg_of_Denmark_Queen_of_France parent ?b
?b successor ?c,Maria_Carolina_of_Austria parent ?b
?b predecessor Vladimir_the_Great,Vladimir_the_Great successor ?b
?c parent ?b,Louis_Duke_of_Burgundy parent ?b
?a gender ?c,?a parent Joan_I_of_Navarre
?b child Philip_II_Duke_of_Savoy,Philip_II_Duke_of_Savoy parent ?b
?b name ?c,Ferdinand_I_Holy_Roman_Emperor child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a successor John_of_Bohemia
?b hasSpouse No,Eug_nie_de_Montijo parent ?b
Gerberga_of_Saxony spouse ?a,?a spouse Gerberga_of_Saxony
?a hasSpouse Yes,?a child Catherine_of_Aragon
?c spouse ?a   ?c child ?b,?a child ?b
?a parent ?c   ?c child ?d   ?d mother ?b,?a mother ?b
?a predecessor Victor_Amadeus_II_of_Sardinia,?a hasSpouse Yes
?a child Louise_Ad_la_de_d_Orl_ans,?a child Charlotte_Agla__d_Orl_ans
"?a gender ""male""",?a mother Joanna_of_Bourbon
?c predecessor ?b,John_I_Duke_of_Brittany predecessor ?b
?a father Victor_Amadeus_III_of_Sardinia,?a parent Victor_Amadeus_III_of_Sardinia
_lffl_d_wife_of_Edward_the_Elder child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a parent Maria_Josepha_of_Austria,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c spouse ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?b hasSpouse ?c,John_I_of_Portugal child ?b
?b hasSpouse ?c,Princess_Magdalena_Augusta_of_Anhalt_Zerbst child ?b
?a spouse ?c,?a spouse Fran_oise_Ath_na_s_de_Rochechouart_Marquise_de_Montespan
Louis_XIV child ?a,?a father Louis_XIV
?b hasSpouse ?c,Philip_I_of_Castile child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,John_I_of_Castile parent ?b
John_II_of_Portugal parent ?a,?a hasSpouse No
?a hasSpouse ?c   ?d hasSpouse ?c   ?d child ?b,?a parent ?b
?a child ?c   ?c predecessor ?d   ?d gender ?b,?a gender ?b
?b name ?c,Margaret_of_Provence parent ?b
?a child Rudolf_II_Duke_of_Austria,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c parent ?a   ?c predecessor ?d   ?d predecessor ?b,?a spouse ?b
Louis_Dauphin_of_France_son_of_Louis_XV child ?a,?a hasSpouse No
?a hasSpouse ?c   ?d hasSpouse ?c   ?d parent ?b,?a child ?b
?c child ?a,?a child Peter_I_Count_of_Alen_on
?c parent ?a,?a child Robert_Count_of_Clermont
?a child Philip_of_France_Archdeacon_of_Paris,?a hasSpouse Yes
?c spouse ?a   ?c father ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c predecessor ?b,Joanna_of_Castile child ?b
?a child ?c,?a child Archduchess_Maria_Amalia_of_Austria_1780_1798
?a parent Ferdinand_I_Holy_Roman_Emperor,?a mother Anne_of_Bohemia_and_Hungary
John_of_Gaunt parent ?a,?a hasSpouse Yes
?a spouse ?c,?a father Robert_II_of_France
"?a gender ""male""",?a parent Louis_VI_of_France
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Jean_Gordon_Countess_of_Bothwell
Beatriz_of_Portugal_Duchess_of_Viseu child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a gender ?c   ?d gender ?c   ?d successor ?b,?a predecessor ?b
?a child Hedwig_of_Habsburg,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c predecessor ?b,Ferdinand_Philippe_Duke_of_Orl_ans parent ?b
?a child Nicolas_Henri_Duke_of_Orl_ans,?a child Louis_XIII
?a spouse ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a mother ?b
Louis_the_Pious child ?a,?a hasSpouse Yes
?c parent ?b,Leopold_II_Holy_Roman_Emperor parent ?b
?a name ?c   ?b predecessor ?c,?a name ?b
?a child Mercedes_of_Orl_ans,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c parent ?a,?a child Marie_of_France_Countess_of_Champagne
?c child ?a,?a parent Louis_the_Stammerer
?b successor Louis_Philippe_I,Louis_Philippe_I predecessor ?b
?c successor ?a   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a child ?c,?a child Matilda_of_France
?c spouse ?a,?a child Peter_I_Count_of_Alen_on
?a parent Henry_II_Duke_of_Brabant,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Fran_oise_d_Aubign__Marquise_de_Maintenon spouse ?b
?a parent ?c,?a child Joan_of_Portugal
?a gender ?c   ?d gender ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
"?b gender ""male""",me_myself_i name ?b
Ferdinand_I_Holy_Roman_Emperor child ?a,?a hasSpouse No
?a child Hugh_V_Duke_of_Burgundy,?a child Blanche_of_Burgundy_Countess_of_Savoy
?c spouse ?a,?a parent Anne_Marie_d_Orl_ans
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Hortense_de_Beauharnais parent ?b
?a child ?c,?a child Edmund_Crouchback
?b hasSpouse Yes,Afonso_IV_of_Portugal parent ?b
?a hasSpouse ?c,?a child Charlotte_Princess_Royal
?a gender ?c,?a child Catherine_de_Bourbon
?a hasSpouse ?c,?a child Ad_la_de_d_Orl_ans
?c spouse ?a   ?b predecessor ?c,?a child ?b
?a gender ?c,?a child Ernest_Augustus_King_of_Hanover
Louis_the_Stammerer parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Robert_I_Duke_of_Burgundy,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b mother Joanna_of_Castile,Joanna_of_Castile child ?b
?c name ?a   ?c name ?d   ?b child ?d,?a child ?b
?a mother ?c   ?c mother ?d   ?d name ?b,?a child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Henry_II_of_France child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Maria_Theresa_of_Spain
?b hasSpouse ?c,Theobald_II_Duke_of_Lorraine parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a name James_I
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a parent Yolande_of_Aragon
?a spouse ?c,?a child Prince_Maurizio_Duke_of_Montferrat
?a parent Waldrada_of_Worms,?a father Conrad_II_Duke_of_Transjurane_Burgundy
?b hasSpouse No,Ferdinand_I_of_the_Two_Sicilies child ?b
Lorenzo_de_Medici name ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a hasSpouse ?c   ?d hasSpouse ?c   ?d father ?b,?a child ?b
?a parent ?c,?a parent Maria_Amalia_of_Naples_and_Sicily
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Maria_of_Aragon_Queen_of_Portugal child ?b
?b father ?c,Agnes_of_France_Duchess_of_Burgundy parent ?b
?c predecessor ?a   ?d predecessor ?c   ?b child ?d,?a predecessor ?b
Margaret_Countess_of_Vertus spouse ?a,?a child Francis_II_Duke_of_Brittany
?a spouse ?c,?a father Louis_Dauphin_of_France_son_of_Louis_XV
?a hasSpouse Yes,?a child Caroline_Matilda_of_Great_Britain
?a child Prince_Frederick_Duke_of_York_and_Albany,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c successor ?a,?a parent Louis_the_Pious
?b hasSpouse ?c,Fulk_King_of_Jerusalem child ?b
?a mother ?c,?a parent Ferdinand_I_of_the_Two_Sicilies
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a successor Philip_I_Duke_of_Burgundy
?a father ?c   ?d predecessor ?c   ?d successor ?b,?a predecessor ?b
Maria_Josepha_of_Austria child ?a,?a mother Maria_Josepha_of_Austria
Henry_I_of_France parent ?a,?a child Hugh_Magnus
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Nicholas_Francis_Duke_of_Lorraine child ?b
?a child Princess_Elizabeth_of_the_United_Kingdom,?a child Prince_Adolphus_Duke_of_Cambridge
?c predecessor ?b,Joseph_II_Holy_Roman_Emperor predecessor ?b
?b parent ?c,Louis_IX_of_France child ?b
?a spouse ?c,?a father John_the_Fearless
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Owen_Tudor name ?b
?c child ?a   ?b successor ?c,?a mother ?b
Anne_of_Brittany child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a spouse ?c,?a child Philip_I_Count_of_Auvergne
?c parent ?a,?a mother Bonne_of_Luxembourg
?b name ?c,Anne_of_Cyprus child ?b
?c child ?a   ?b marriedTo ?c,?a parent ?b
?b predecessor Joanna_of_Castile,Joanna_of_Castile successor ?b
?a gender ?c,?a child Eleanor_of_Viseu
?a father James_I_of_Scotland,?a parent Joan_Beaufort_Queen_of_Scots
?a mother ?c,?a child Louis_Antoine_Duke_of_Angoul_me
?a hasSpouse Yes,?a child Robert_Count_of_Clermont
?b hasSpouse ?c,Baldwin_IV_Count_of_Flanders parent ?b
?a hasSpouse ?c,?a spouse John_King_of_England
Marie_Antoinette child ?a,?a hasSpouse No
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Yaropolk_I_of_Kiev predecessor ?b
?a child Ernest_Augustus_King_of_Hanover,?a child Prince_Frederick_Duke_of_York_and_Albany
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Philip_I_of_Castile child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Alfonso_II_of_Aragon child ?b
?a child Charles_the_Child,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a hasSpouse ?c,?a spouse Charles_Count_of_Valois
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Henrietta_of_England parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Maria_Amalia_of_Saxony parent ?b
?b gender ?c,Napoleon_III parent ?b
Welf_I_Duke_of_Bavaria parent ?a,?a hasSpouse Yes
?c child ?a,?a child Margaret_of_England
?a spouse ?c,?a child Princess_Elizabeth_of_Great_Britain
?c parent ?a   ?d successor ?c   ?d spouse ?b,?a parent ?b
?b parent ?c,Agnes_of_France_Duchess_of_Burgundy parent ?b
?b parent Bonne_of_Luxembourg,John_II_of_France successor ?b
?a father Ferdinand_I_Holy_Roman_Emperor,?a parent Anne_of_Bohemia_and_Hungary
?a mother Mary_of_Avesnes,"?a gender ""male"""
?c mother ?a,?a father Henry_IV_of_France
?c successor ?a   ?c marriedTo ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a hasSpouse ?c,?a child Maria_Theresa_of_Savoy
?c name ?a   ?c name ?d   ?d father ?b,?a spouse ?b
?c spouse ?a   ?b parent ?c,?a child ?b
Louis_Duke_of_Orl_ans_1703_1752 parent ?a,?a child Louise__lisabeth_d_Orl_ans
?b child Vladimir_of_Novgorod,Anne_of_Kiev parent ?b
?c successor ?a   ?c mother ?b,?a mother ?b
Louis_Dauphin_of_France_son_of_Louis_XIV parent ?a,?a child Louis_Dauphin_of_France_son_of_Louis_XIV
?c parent ?a   ?d successor ?c   ?b predecessor ?d,?a spouse ?b
?c successor ?a   ?b predecessor ?c,?a father ?b
?b parent ?c,Henry_I_of_France predecessor ?b
?a child ?c,?a child Maria_Anna_of_Savoy_Duchess_of_Chablais
?a hasSpouse ?c   ?d hasSpouse ?c   ?d spouse ?b,?a parent ?b
?a parent ?c   ?d parent ?c   ?b child ?d,?a mother ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Maria_Antonia_Ferdinanda_of_Spain child ?b
?b hasSpouse ?c,Henry_I_of_France predecessor ?b
?a spouse ?c,?a name John_II
John_II_of_Aragon successor ?a,?a predecessor John_II_of_Aragon
?a gender ?c,?a mother Anne_of_Bohemia_and_Hungary
?b spouse ?c,Matilda_of_France parent ?b
?b hasSpouse ?c,Charles_Martel predecessor ?b
?a hasSpouse Yes,?a predecessor Charles_IV_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Joan_II_of_Navarre parent ?b
?b hasSpouse No,Princess_Augusta_of_Saxe_Gotha child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Louis_the_German successor ?b
?c parent ?a,?a mother Fran_oise_Marie_de_Bourbon
?b hasSpouse ?c,Richeza_of_Poland_Queen_of_Sweden spouse ?b
?a child ?c   ?d successor ?c   ?b mother ?d,?a child ?b
?a hasSpouse ?c   ?d hasSpouse ?c   ?d successor ?b,?a spouse ?b
?a parent Antoine_Duke_of_Lorraine,?a parent Ren_e_of_Bourbon
?a successor ?c,?a name Henry_VII
?b parent ?c,Robert_I_Duke_of_Burgundy parent ?b
?a parent ?c,?a father Conrad_II_Duke_of_Transjurane_Burgundy
Gerberga_of_Saxony parent ?a,?a hasSpouse Yes
?a child ?c,?a mother Joan_I_of_Navarre
?b gender ?c,Edward_I_of_England parent ?b
?b hasSpouse ?c,Charles_VII_of_France predecessor ?b
?c parent ?a   ?d mother ?c   ?d name ?b,?a name ?b
?a hasSpouse ?c,?a child Anna_de_Medici
?a predecessor ?c   ?c child ?d   ?d parent ?b,?a parent ?b
?c name ?a   ?d name ?c   ?b parent ?d,?a mother ?b
?a gender ?c   ?d gender ?c   ?b parent ?d,?a spouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Eleanor_of_Woodstock
?c child ?a   ?d mother ?c   ?d father ?b,?a predecessor ?b
?a child ?c,?a child Prince_Philippe_Count_of_Paris
Henry_the_Fowler child ?a,"?a gender ""female"""
?c parent ?a,?a predecessor Joanna_of_Castile
?a mother ?c   ?c successor ?b,?a parent ?b
?c spouse ?a,?a spouse Ingegerd_Olofsdotter_of_Sweden
?a mother ?c,?a child Maria_of_Aragon_Queen_of_Portugal
?b name ?c,Catherine_de_Medici child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a spouse Fran_oise_d_Aubign__Marquise_de_Maintenon
?a gender ?c,?a child Geoffrey_Count_of_Nantes
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Hugh_IV_Duke_of_Burgundy child ?b
Louis_the_Pious successor ?b,Ermengarde_of_Hesbaye child ?b
Ferdinand_Karl_Archduke_of_Austria_Este child ?a,?a hasSpouse No
?b mother Joan_I_of_Navarre,Joan_I_of_Navarre child ?b
?a hasSpouse No,?a parent Louis_the_Stammerer
?a hasSpouse Yes,?a name Louis_I
?a hasSpouse Yes,?a predecessor Charles_V_Holy_Roman_Emperor
?a gender ?c,?a child Edmund_Crouchback
?a hasSpouse Yes,?a child Maria_of_Aragon_Queen_of_Portugal
?b father Robert_II_of_France,Robert_II_of_France child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Charles_Emmanuel_I_Duke_of_Savoy child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a predecessor Henry_VI_of_England
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a predecessor Henry_the_Lion
John_II_of_France successor ?a,?a father John_II_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Rudolph_I_of_Burgundy child ?b
?b parent ?c,Fran_oise_Marie_de_Bourbon child ?b
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a spouse ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Louis_the_Stammerer successor ?b
?b child Sviatoslav_II_of_Kiev,Anne_of_Kiev parent ?b
?a name ?c,?a parent Louis_IX_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Louis_VIII_of_France child ?b
Ferdinand_Duke_of_Viseu child ?b,Beatriz_of_Portugal_Duchess_of_Viseu child ?b
Maria_Anna_of_Bavaria_born_1551 child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Henrietta_Maria child ?a,?a hasSpouse No
Ferdinand_I_Holy_Roman_Emperor child ?a,?a mother Anne_of_Bohemia_and_Hungary
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a mother Eleanor_of_Aragon_Queen_of_Portugal
?a child ?c   ?d father ?c   ?b successor ?d,?a child ?b
Ferdinand_I_Holy_Roman_Emperor child ?a,?a father Ferdinand_I_Holy_Roman_Emperor
?a mother Eleanor_of_Alburquerque,?a hasSpouse Yes
?a hasSpouse Yes,?a child Agnes_of_France_Duchess_of_Burgundy
?a child Hugh_Magnus,?a child Adela_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Robert_II_of_France child ?b
?a mother ?c,?a spouse Bertrade_of_Montfort
?a father Giovanni_di_Bicci_de_Medici,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Louis_XIII parent ?a,?a child Nicolas_Henri_Duke_of_Orl_ans
Ingegerd_Olofsdotter_of_Sweden child ?b,Yaroslav_the_Wise child ?b
?a father Victor_Amadeus_II_of_Sardinia,?a mother Anne_Marie_d_Orl_ans
?a parent Mary_of_Avesnes,?a parent Louis_I_Duke_of_Bourbon
?a child Adam_Gordon_of_Auchindoun,?a child Patrick_Gordon_of_Auchindoun
?b mother Gerberga_of_Saxony,Gerberga_of_Saxony child ?b
?c predecessor ?b,Charles_the_Bald parent ?b
?a father ?c   ?d parent ?c   ?d parent ?b,?a parent ?b
?a hasSpouse ?c   ?d hasSpouse ?c   ?b spouse ?d,?a successor ?b
?a father ?c,?a predecessor Charles_VI_of_France
?a gender ?c,?a father Ramon_Berenguer_IV_Count_of_Provence
?b child Archduchess_Maria_Elisabeth_of_Austria_born_1737,Charles_VII_Holy_Roman_Emperor successor ?b
?b parent ?a,?a successor ?b
?b hasSpouse ?c,Napoleon_II parent ?b
?a child Napol_on_Prince_Imperial,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a spouse Maria_Christina_of_the_Two_Sicilies
?a name me_myself_i,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Elisabeth_of_Nuremberg parent ?b
?b parent ?c,Antoine_Duke_of_Lorraine child ?b
?a successor Joseph_II_Holy_Roman_Emperor,?a child Marie_Antoinette
?b hasSpouse ?c,George_III parent ?b
?c spouse ?a,?a child Louis_Dauphin_of_France_son_of_Louis_XIV
?b father John_II_of_France,John_II_of_France successor ?b
?a child Archduke_Charles_Joseph_of_Austria_born_1745,?a child Archduchess_Maria_Elisabeth_of_Austria_born_1737
?a gender ?c,?a child Ren_e_of_France
?a mother ?c   ?c child ?d   ?d parent ?b,?a father ?b
?a spouse ?b,?a predecessor ?b
Louis_Dauphin_of_France_son_of_Louis_XIV parent ?a,?a child Marie_Th_r_se_of_France_1667_1672
?c successor ?b,Maria_Josepha_of_Saxony_Dauphine_of_France child ?b
Philippe_II_Duke_of_Orl_ans child ?a,?a hasSpouse Yes
?b parent Maria_Theresa,Francis_I_Holy_Roman_Emperor child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Alfonso_VII_of_Le_n_and_Castile
?a name ?c,?a mother Maria_Josepha_of_Austria
?b hasSpouse ?c,John_of_Montfort child ?b
?a mother Maria_Amalia_of_Saxony,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Ferdinand_Karl_Archduke_of_Austria_Este parent ?a,?a child Archduchess_Maria_Elisabeth_of_Austria_born_1737
"?a gender ""male""",?a mother Ren_e_of_Bourbon
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Richard_Count_of__tampes parent ?b
?a spouse ?c,?a name Charles
?b hasSpouse No,Rudolf_I_of_Germany child ?b
Maria_Theresa_of_Austria_Este_Queen_of_Sardinia parent ?a,?a child Francis_IV_Duke_of_Modena
?b predecessor ?c,Jacques_Charles_Dupont_de_l_Eure predecessor ?b
?a hasSpouse Yes,?a child Anne_of_Orl_ans_Abbess_of_Fontevraud
?c marriedTo ?a   ?d mother ?c   ?d gender ?b,?a gender ?b
?a child Radegonde_of_Valois,?a child Yolande_of_Valois
?a parent John_II_Duke_of_Brittany,?a hasSpouse Yes
?a child Louis_of_Cyprus,?a child Marie_of_Savoy_Countess_of_Saint_Pol
?a spouse ?c,?a father Victor_Amadeus_II_of_Sardinia
Sancho_III_of_Castile parent ?a,?a hasSpouse Yes
?a parent Gaston_IV_Count_of_Foix,?a mother Eleanor_of_Navarre
?a parent ?c   ?c child ?d   ?d predecessor ?b,?a father ?b
?a spouse Philip_V_of_Spain,?a hasSpouse Yes
?a hasSpouse Yes,?a child Louise_Diane_Princess_of_Conti
?a hasSpouse ?c,?a child Marie_Z_phyrine_of_France
?a child Louis_Charles_Count_of_Beaujolais,?a child Louis_Philippe_I
?a child Patrick_Gordon_of_Auchindoun,?a child Adam_Gordon_of_Auchindoun
?a father ?c,?a child Hugh_V_Duke_of_Burgundy
?b gender ?c,Maria_Christina_of_the_Two_Sicilies parent ?b
?c spouse ?a,?a successor Joanna_of_Castile
?c spouse ?a,?a child Louis_of_Anjou_Marquis_of_Pont___Mousson
?a name ?c   ?c child ?d   ?d spouse ?b,?a name ?b
?c predecessor ?a,?a father Louis_Dauphin_of_France_son_of_Louis_XV
?a child ?c,?a child Christine_of_France
?a father ?c   ?d father ?c   ?d mother ?b,?a parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a predecessor Napoleon
?c parent ?a   ?b successor ?c,?a marriedTo ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Rudolph_III_of_Burgundy
?a parent Ramon_Berenguer_III_Count_of_Barcelona,?a father Ramon_Berenguer_III_Count_of_Barcelona
?b mother ?c,Philip_II_Duke_of_Savoy parent ?b
?b child Louise__lisabeth_Duchess_of_Berry,Louis_Duke_of_Orl_ans_1703_1752 parent ?b
?a child Margaret_of_Burgundy_Queen_of_France,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Hugh_Magnus,?a child Henry_I_of_France
?b parent ?c,Geoffrey_Plantagenet_Count_of_Anjou parent ?b
?a marriedTo ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a parent Ren_e_of_Bourbon
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Louis_Duke_of_Orl_ans_1703_1752 predecessor ?b
?c parent ?b,John_I_of_Portugal parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Hortense_de_Beauharnais parent ?b
?a parent ?c,?a predecessor Charles_VI_of_France
Ermentrude_of_Orl_ans child ?b,Charles_the_Bald child ?b
?a hasSpouse Yes,?a parent Henry_IV_of_France
?a child ?c,?a mother Agnes_of_Burgundy_Duchess_of_Bourbon
?c parent ?b,Anne_of_Cyprus child ?b
?a gender ?c,?a child Isabelle_of_France_saint
?b hasSpouse ?c,Francesco_I_de_Medici_Grand_Duke_of_Tuscany child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Elisabeth_of_France_1602_1644 parent ?b
?a gender ?c,?a child Blanche_of_France_Duchess_of_Orl_ans
"?b gender ""female""",Rudolf_I_of_Germany child ?b
?a parent ?c   ?c child ?d   ?b successor ?d,?a father ?b
?c predecessor ?a,?a father Robert_II_of_France
?b hasSpouse ?c,Margaret_of_Burgundy_Queen_of_France spouse ?b
?b gender ?c,Louis_Philippe_I successor ?b
?a parent ?c,?a father Welf_father_of_Judith
?b hasSpouse No,Marie_of_France_Duchess_of_Bar child ?b
?a father Louis_IV_of_France,?a parent Louis_IV_of_France
?b spouse ?c,Henry_I_of_France successor ?b
Maximilian_II_Holy_Roman_Emperor child ?a,?a hasSpouse No
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Ernest_Augustus_Elector_of_Hanover child ?b
?a gender ?c,?a parent Marie_de_Medici
?a child ?c,?a child Princess_Maria_Isabella_of_Naples_and_Sicily
?c spouse ?a   ?c successor ?b,?a child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Robert_II_of_Scotland child ?b
?a predecessor ?c,?a child Archduchess_Maria_Carolina_of_Austria_born_1740
Ecgberht_King_of_Wessex predecessor ?a,?a successor Ecgberht_King_of_Wessex
?c name ?a   ?b name ?c,?a mother ?b
?a successor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b
?b hasSpouse No,Eleanor_of_Navarre child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Peter_I_Duke_of_Bourbon parent ?b
Louis_XI parent ?a,?a child Radegonde_of_Valois
?c parent ?a   ?c parent ?d   ?b predecessor ?d,?a successor ?b
?a child ?c,?a child Geoffrey_II_Duke_of_Brittany
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a mother Ren_e_of_Bourbon
?c successor ?a,?a child Guy_of_Ivrea
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Afonso_IV_of_Portugal child ?b
?a child Maria_Amalia_Duchess_of_Parma,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c child ?b,_lffl_d_wife_of_Edward_the_Elder child ?b
