Body,Head
?a successor ?c   ?c mother ?d   ?d child ?b,?a child ?b
?a successor ?c   ?c spouse ?d   ?b spouse ?d,?a child ?b
?a successor ?c   ?c mother ?d   ?b mother ?d,?a child ?b
?a successor ?c   ?c mother ?d   ?b parent ?d,?a child ?b
?a successor ?c   ?c gender ?d   ?b gender ?d,?a child ?b
?a successor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?a predecessor ?c   ?c predecessor ?d   ?d child ?b,?a child ?b
?a predecessor ?c   ?c successor ?d   ?d successor ?b,?a child ?b
?a predecessor ?c   ?c successor ?d   ?b parent ?d,?a child ?b
?a predecessor ?c   ?c successor ?d   ?b father ?d,?a child ?b
?a predecessor ?c   ?c successor ?d   ?b predecessor ?d,?a child ?b
?a predecessor ?c   ?c successor ?d   ?b mother ?d,?a child ?b
?c spouse ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b
?a predecessor ?c   ?c spouse ?d   ?d child ?b,?a child ?b
?a predecessor ?c   ?c successor ?d   ?d child ?b,?a child ?b
?c predecessor ?a   ?c predecessor ?d   ?d child ?b,?a child ?b
?c predecessor ?a   ?c predecessor ?d   ?d successor ?b,?a child ?b
?c predecessor ?a   ?c predecessor ?d   ?b parent ?d,?a child ?b
?c predecessor ?a   ?c predecessor ?d   ?b father ?d,?a child ?b
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b
?c predecessor ?a   ?c predecessor ?d   ?b mother ?d,?a child ?b
?c predecessor ?a   ?c predecessor ?d   ?b predecessor ?d,?a child ?b
?c predecessor ?a   ?c parent ?d   ?d child ?b,?a child ?b
?c predecessor ?a   ?c parent ?d   ?d successor ?b,?a child ?b
?c predecessor ?a   ?c parent ?d   ?b parent ?d,?a child ?b
?c predecessor ?a   ?c parent ?d   ?b predecessor ?d,?a child ?b
?c predecessor ?a   ?c parent ?d   ?b father ?d,?a child ?b
?c predecessor ?a   ?c parent ?d   ?b mother ?d,?a child ?b
?c predecessor ?a   ?c successor ?d   ?d predecessor ?b,?a child ?b
?c predecessor ?a   ?c successor ?d   ?d child ?b,?a child ?b
?c predecessor ?a   ?c successor ?d   ?d parent ?b,?a child ?b
?c predecessor ?a   ?c successor ?d   ?d father ?b,?a child ?b
?c predecessor ?a   ?c successor ?d   ?b successor ?d,?a child ?b
?c predecessor ?a   ?c successor ?d   ?b child ?d,?a child ?b
?c predecessor ?a   ?c child ?d   ?d parent ?b,?a child ?b
?c predecessor ?a   ?c child ?d   ?d predecessor ?b,?a child ?b
?c predecessor ?a   ?c child ?d   ?d father ?b,?a child ?b
?c predecessor ?a   ?c child ?d   ?b child ?d,?a child ?b
?c predecessor ?a   ?c child ?d   ?b successor ?d,?a child ?b
?a predecessor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?c predecessor ?a   ?c spouse ?d   ?d spouse ?b,?a child ?b
?a predecessor ?c   ?c gender ?d   ?b gender ?d,?a child ?b
?c predecessor ?a   ?c spouse ?d   ?d child ?b,?a child ?b
?c predecessor ?a   ?c spouse ?d   ?b spouse ?d,?a child ?b
?c predecessor ?a   ?c father ?d   ?d child ?b,?a child ?b
?c predecessor ?a   ?c name ?d   ?b name ?d,?a child ?b
?c predecessor ?a   ?c father ?d   ?d successor ?b,?a child ?b
?c predecessor ?a   ?c father ?d   ?b father ?d,?a child ?b
?c predecessor ?a   ?c father ?d   ?b parent ?d,?a child ?b
?c predecessor ?a   ?c father ?d   ?b predecessor ?d,?a child ?b
?c predecessor ?a   ?c mother ?d   ?d child ?b,?a child ?b
?c predecessor ?a   ?c mother ?d   ?b mother ?d,?a child ?b
?c predecessor ?a   ?c mother ?d   ?b parent ?d,?a child ?b
?a predecessor ?c   ?c child ?d   ?d successor ?b,?a child ?b
?a predecessor ?c   ?c child ?d   ?d child ?b,?a child ?b
?a predecessor ?c   ?c child ?d   ?b parent ?d,?a child ?b
?a predecessor ?c   ?c child ?d   ?b father ?d,?a child ?b
?a predecessor ?c   ?c child ?d   ?b predecessor ?d,?a child ?b
?c predecessor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?c predecessor ?a   ?c gender ?d   ?b gender ?d,?a child ?b
?a spouse ?c   ?c spouse ?d   ?d child ?b,?a child ?b
?a spouse ?c   ?c spouse ?d   ?d successor ?b,?a child ?b
?a successor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?a spouse ?c   ?c spouse ?d   ?b father ?d,?a child ?b
?a spouse ?c   ?c spouse ?d   ?b parent ?d,?a child ?b
?a spouse ?c   ?c spouse ?d   ?b mother ?d,?a child ?b
?a spouse ?c   ?c spouse ?d   ?b predecessor ?d,?a child ?b
?a spouse ?c   ?c name ?d   ?d child ?b,?a child ?b
?a spouse ?c   ?c name ?d   ?b parent ?d,?a child ?b
?a spouse ?c   ?c name ?d   ?b mother ?d,?a child ?b
?a spouse ?c   ?c successor ?d   ?d child ?b,?a child ?b
?c marriedTo ?a   ?c marriedTo ?d   ?d child ?b,?a child ?b
?c marriedTo ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?a spouse ?c   ?c gender ?d   ?b gender ?d,?a child ?b
?c child ?a   ?c child ?d   ?d successor ?b,?a child ?b
?c child ?a   ?c child ?d   ?b parent ?d,?a child ?b
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?c child ?a   ?c child ?d   ?b father ?d,?a child ?b
?c child ?a   ?c child ?d   ?b mother ?d,?a child ?b
?c child ?a   ?c child ?d   ?b predecessor ?d,?a child ?b
?c child ?a   ?c successor ?d   ?d child ?b,?a child ?b
?c child ?a   ?c successor ?d   ?d successor ?b,?a child ?b
?c child ?a   ?c successor ?d   ?b parent ?d,?a child ?b
?c child ?a   ?c successor ?d   ?b father ?d,?a child ?b
?a name ?c   ?c name ?d   ?d child ?b,?a child ?b
?c child ?a   ?c successor ?d   ?b predecessor ?d,?a child ?b
?a name ?c   ?c name ?d   ?b mother ?d,?a child ?b
?a name ?c   ?c name ?d   ?b parent ?d,?a child ?b
?a spouse ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?a name ?c   ?c spouse ?d   ?d child ?b,?a child ?b
?a name ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?a name ?c   ?c spouse ?d   ?b parent ?d,?a child ?b
?a name ?c   ?c spouse ?d   ?b father ?d,?a child ?b
?c mother ?a   ?c gender ?d   ?b gender ?d,?a child ?b
?c mother ?a   ?c mother ?d   ?d child ?b,?a child ?b
?c mother ?a   ?c mother ?d   ?b mother ?d,?a child ?b
?c mother ?a   ?c mother ?d   ?b parent ?d,?a child ?b
?c mother ?a   ?c child ?d   ?d parent ?b,?a child ?b
?c child ?a   ?c gender ?d   ?b gender ?d,?a child ?b
?c mother ?a   ?c child ?d   ?d mother ?b,?a child ?b
?c mother ?a   ?c child ?d   ?d father ?b,?a child ?b
?c mother ?a   ?c child ?d   ?d predecessor ?b,?a child ?b
?c mother ?a   ?c child ?d   ?b successor ?d,?a child ?b
?c mother ?a   ?c child ?d   ?b child ?d,?a child ?b
?c mother ?a   ?c spouse ?d   ?d spouse ?b,?a child ?b
?c mother ?a   ?c spouse ?d   ?b spouse ?d,?a child ?b
?c mother ?a   ?c father ?d   ?d child ?b,?a child ?b
?c mother ?a   ?c father ?d   ?d successor ?b,?a child ?b
?c mother ?a   ?c father ?d   ?b father ?d,?a child ?b
?c mother ?a   ?c father ?d   ?b parent ?d,?a child ?b
?c mother ?a   ?c father ?d   ?b predecessor ?d,?a child ?b
?a name ?c   ?c gender ?d   ?b gender ?d,?a child ?b
?c mother ?a   ?c name ?d   ?d name ?b,?a child ?b
?c mother ?a   ?c name ?d   ?b name ?d,?a child ?b
?c mother ?a   ?c successor ?d   ?d predecessor ?b,?a child ?b
?c mother ?a   ?c successor ?d   ?d parent ?b,?a child ?b
?c mother ?a   ?c successor ?d   ?d father ?b,?a child ?b
?c mother ?a   ?c successor ?d   ?b successor ?d,?a child ?b
?c mother ?a   ?c successor ?d   ?b child ?d,?a child ?b
?c mother ?a   ?c predecessor ?d   ?d child ?b,?a child ?b
?c mother ?a   ?c predecessor ?d   ?d successor ?b,?a child ?b
?c mother ?a   ?c predecessor ?d   ?b predecessor ?d,?a child ?b
?c mother ?a   ?c predecessor ?d   ?b parent ?d,?a child ?b
?c mother ?a   ?c predecessor ?d   ?b father ?d,?a child ?b
?c mother ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?a child ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?c successor ?a   ?c successor ?d   ?d child ?b,?a child ?b
?c successor ?a   ?c successor ?d   ?d successor ?b,?a child ?b
?c successor ?a   ?c successor ?d   ?b father ?d,?a child ?b
?c successor ?a   ?c successor ?d   ?b parent ?d,?a child ?b
?c successor ?a   ?c successor ?d   ?b mother ?d,?a child ?b
?c successor ?a   ?c successor ?d   ?b predecessor ?d,?a child ?b
?c successor ?a   ?c predecessor ?d   ?d child ?b,?a child ?b
?c mother ?a   ?c parent ?d   ?d child ?b,?a child ?b
?c mother ?a   ?c parent ?d   ?d successor ?b,?a child ?b
?c mother ?a   ?c parent ?d   ?b parent ?d,?a child ?b
?c mother ?a   ?c parent ?d   ?b mother ?d,?a child ?b
?c mother ?a   ?c parent ?d   ?b father ?d,?a child ?b
?c mother ?a   ?c parent ?d   ?b predecessor ?d,?a child ?b
?c successor ?a   ?c spouse ?d   ?d child ?b,?a child ?b
?c successor ?a   ?c gender ?d   ?b gender ?d,?a child ?b
?c child ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?c successor ?a   ?c child ?d   ?d child ?b,?a child ?b
?c successor ?a   ?c child ?d   ?d successor ?b,?a child ?b
?c successor ?a   ?c child ?d   ?b parent ?d,?a child ?b
?c successor ?a   ?c child ?d   ?b father ?d,?a child ?b
?c successor ?a   ?c child ?d   ?b predecessor ?d,?a child ?b
?c name ?a   ?c name ?d   ?b parent ?d,?a child ?b
?c name ?a   ?c name ?d   ?d child ?b,?a child ?b
?c name ?a   ?c name ?d   ?b mother ?d,?a child ?b
?c successor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?c name ?a   ?c spouse ?d   ?d child ?b,?a child ?b
?c name ?a   ?c spouse ?d   ?b parent ?d,?a child ?b
?c name ?a   ?c spouse ?d   ?b father ?d,?a child ?b
?c mother ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?c name ?a   ?c gender ?d   ?b gender ?d,?a child ?b
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?c name ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?a parent ?c   ?c successor ?d   ?d child ?b,?a child ?b
?a parent ?c   ?c successor ?d   ?d successor ?b,?a child ?b
?a parent ?c   ?c successor ?d   ?b parent ?d,?a child ?b
?a parent ?c   ?c successor ?d   ?b father ?d,?a child ?b
?c successor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?a parent ?c   ?c successor ?d   ?b predecessor ?d,?a child ?b
?a parent ?c   ?c child ?d   ?d successor ?b,?a child ?b
?a parent ?c   ?c child ?d   ?d child ?b,?a child ?b
?a parent ?c   ?c child ?d   ?b father ?d,?a child ?b
?a parent ?c   ?c child ?d   ?b parent ?d,?a child ?b
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?a parent ?c   ?c child ?d   ?b predecessor ?d,?a child ?b
?c spouse ?a   ?c spouse ?d   ?d child ?b,?a child ?b
?c spouse ?a   ?c spouse ?d   ?d successor ?b,?a child ?b
?c spouse ?a   ?c spouse ?d   ?b parent ?d,?a child ?b
?c spouse ?a   ?c spouse ?d   ?b father ?d,?a child ?b
?c spouse ?a   ?c spouse ?d   ?b mother ?d,?a child ?b
?c spouse ?a   ?c spouse ?d   ?b predecessor ?d,?a child ?b
?a parent ?c   ?c child ?d   ?b mother ?d,?a child ?b
?a parent ?c   ?c gender ?d   ?b gender ?d,?a child ?b
?c spouse ?a   ?c predecessor ?d   ?d child ?b,?a child ?b
?c spouse ?a   ?c successor ?d   ?d child ?b,?a child ?b
?c spouse ?a   ?c name ?d   ?d child ?b,?a child ?b
?c spouse ?a   ?c name ?d   ?b parent ?d,?a child ?b
?c spouse ?a   ?c name ?d   ?b mother ?d,?a child ?b
?c father ?a   ?c father ?d   ?d child ?b,?a child ?b
?c father ?a   ?c father ?d   ?d successor ?b,?a child ?b
?c father ?a   ?c father ?d   ?b father ?d,?a child ?b
?a parent ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?c father ?a   ?c father ?d   ?b predecessor ?d,?a child ?b
?c father ?a   ?c father ?d   ?b parent ?d,?a child ?b
?c father ?a   ?c parent ?d   ?d child ?b,?a child ?b
?c father ?a   ?c parent ?d   ?d successor ?b,?a child ?b
?c father ?a   ?c parent ?d   ?b parent ?d,?a child ?b
?c father ?a   ?c parent ?d   ?b father ?d,?a child ?b
?c father ?a   ?c parent ?d   ?b mother ?d,?a child ?b
?c father ?a   ?c parent ?d   ?b predecessor ?d,?a child ?b
?c spouse ?a   ?c gender ?d   ?b gender ?d,?a child ?b
?c spouse ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?c father ?a   ?c child ?d   ?d parent ?b,?a child ?b
?c father ?a   ?c child ?d   ?d father ?b,?a child ?b
?c father ?a   ?c child ?d   ?d predecessor ?b,?a child ?b
?c father ?a   ?c child ?d   ?d mother ?b,?a child ?b
?c father ?a   ?c name ?d   ?b name ?d,?a child ?b
?c father ?a   ?c child ?d   ?b child ?d,?a child ?b
?c father ?a   ?c predecessor ?d   ?d child ?b,?a child ?b
?c father ?a   ?c predecessor ?d   ?d successor ?b,?a child ?b
?c father ?a   ?c predecessor ?d   ?b predecessor ?d,?a child ?b
?c father ?a   ?c predecessor ?d   ?b father ?d,?a child ?b
?c father ?a   ?c predecessor ?d   ?b parent ?d,?a child ?b
?c father ?a   ?c spouse ?d   ?d spouse ?b,?a child ?b
?c father ?a   ?c spouse ?d   ?b spouse ?d,?a child ?b
?c father ?a   ?c mother ?d   ?d child ?b,?a child ?b
?c father ?a   ?c mother ?d   ?b mother ?d,?a child ?b
?c father ?a   ?c child ?d   ?b successor ?d,?a child ?b
?c father ?a   ?c mother ?d   ?b parent ?d,?a child ?b
?c father ?a   ?c successor ?d   ?d predecessor ?b,?a child ?b
?c father ?a   ?c successor ?d   ?d parent ?b,?a child ?b
?c father ?a   ?c successor ?d   ?d father ?b,?a child ?b
?c father ?a   ?c gender ?d   ?b gender ?d,?a child ?b
?c father ?a   ?c successor ?d   ?b successor ?d,?a child ?b
?c father ?a   ?c successor ?d   ?b child ?d,?a child ?b
?c name ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?a mother ?c   ?c child ?d   ?d child ?b,?a child ?b
?a mother ?c   ?c child ?d   ?d successor ?b,?a child ?b
?a mother ?c   ?c child ?d   ?b parent ?d,?a child ?b
?a mother ?c   ?c child ?d   ?b mother ?d,?a child ?b
?a mother ?c   ?c child ?d   ?b father ?d,?a child ?b
?a mother ?c   ?c child ?d   ?b predecessor ?d,?a child ?b
?a mother ?c   ?c successor ?d   ?d child ?b,?a child ?b
?a mother ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?a mother ?c   ?c gender ?d   ?b gender ?d,?a child ?b
?a mother ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a mother ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a mother ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c father ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?a mother ?c   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a mother ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a mother ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a name ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a name ?c   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a name ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a name ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a name ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c parent ?a   ?c spouse ?d   ?d spouse ?b,?a child ?b
?c parent ?a   ?c spouse ?d   ?b spouse ?d,?a child ?b
?c parent ?a   ?c gender ?d   ?b gender ?d,?a child ?b
?c child ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b
?c parent ?a   ?c parent ?d   ?d child ?b,?a child ?b
?c parent ?a   ?c parent ?d   ?d successor ?b,?a child ?b
?c parent ?a   ?c parent ?d   ?b parent ?d,?a child ?b
?c parent ?a   ?c parent ?d   ?b father ?d,?a child ?b
?c parent ?a   ?c parent ?d   ?b mother ?d,?a child ?b
?c parent ?a   ?c parent ?d   ?b predecessor ?d,?a child ?b
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b
?c parent ?a   ?c mother ?d   ?d child ?b,?a child ?b
?c parent ?a   ?c mother ?d   ?b mother ?d,?a child ?b
?c parent ?a   ?c mother ?d   ?b parent ?d,?a child ?b
?c child ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?c parent ?a   ?c child ?d   ?d father ?b,?a child ?b
?c parent ?a   ?c child ?d   ?d parent ?b,?a child ?b
?c parent ?a   ?c child ?d   ?d predecessor ?b,?a child ?b
?c parent ?a   ?c child ?d   ?d mother ?b,?a child ?b
?c parent ?a   ?c child ?d   ?b successor ?d,?a child ?b
?c parent ?a   ?c successor ?d   ?d predecessor ?b,?a child ?b
?c parent ?a   ?c successor ?d   ?d parent ?b,?a child ?b
?c parent ?a   ?c child ?d   ?b child ?d,?a child ?b
?c parent ?a   ?c successor ?d   ?d father ?b,?a child ?b
?c parent ?a   ?c successor ?d   ?b successor ?d,?a child ?b
?a name ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b
?c parent ?a   ?c predecessor ?d   ?d child ?b,?a child ?b
?c parent ?a   ?c predecessor ?d   ?d successor ?b,?a child ?b
?c parent ?a   ?c predecessor ?d   ?b parent ?d,?a child ?b
?c parent ?a   ?c predecessor ?d   ?b predecessor ?d,?a child ?b
?c parent ?a   ?c predecessor ?d   ?b father ?d,?a child ?b
?c parent ?a   ?c father ?d   ?d successor ?b,?a child ?b
?c parent ?a   ?c father ?d   ?d child ?b,?a child ?b
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?c parent ?a   ?c successor ?d   ?b child ?d,?a child ?b
?a successor ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c parent ?a   ?c father ?d   ?b predecessor ?d,?a child ?b
?c father ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?c parent ?a   ?c father ?d   ?b parent ?d,?a child ?b
?c parent ?a   ?c father ?d   ?b father ?d,?a child ?b
?a successor ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a successor ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a successor ?c   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c parent ?a   ?c name ?d   ?d name ?b,?a child ?b
?a successor ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a successor ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a successor ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c parent ?a   ?c name ?d   ?b name ?d,?a child ?b
?a parent ?c   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a parent ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a parent ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a parent ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a parent ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a parent ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a parent ?c   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a parent ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a predecessor ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a predecessor ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a predecessor ?c   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a predecessor ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a predecessor ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a predecessor ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a predecessor ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c predecessor ?a   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c predecessor ?a   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c predecessor ?a   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?c predecessor ?a   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c predecessor ?a   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c predecessor ?a   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a spouse ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a spouse ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a spouse ?c   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a spouse ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a spouse ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c predecessor ?a   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a spouse ?c   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a spouse ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a spouse ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b
?a successor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b
?c mother ?a   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c mother ?a   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c mother ?a   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c mother ?a   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c mother ?a   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c mother ?a   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c mother ?a   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c mother ?a   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c successor ?a   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c successor ?a   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b
?c successor ?a   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c successor ?a   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c successor ?a   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c successor ?a   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c successor ?a   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c father ?a   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c father ?a   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c spouse ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?c father ?a   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c father ?a   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c father ?a   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c father ?a   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c father ?a   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c father ?a   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?c parent ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?c mother ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b
?a father ?c   ?c child ?d   ?d child ?b,?a child ?b
?a father ?c   ?c child ?d   ?d successor ?b,?a child ?b
?a father ?c   ?c child ?d   ?b parent ?d,?a child ?b
?a father ?c   ?c child ?d   ?b father ?d,?a child ?b
?a father ?c   ?c child ?d   ?b predecessor ?d,?a child ?b
?a father ?c   ?c child ?d   ?b mother ?d,?a child ?b
?a father ?c   ?c successor ?d   ?d child ?b,?a child ?b
