Body,Head,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?c child ?a   ?c spouse ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c name ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c child ?a   ?c mother ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?d successor ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?d child ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?b parent ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?b father ?d,?a parent ?b,,,,,,,
?a mother ?c   ?c spouse ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?b predecessor ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?b mother ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?d father ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?d mother ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?d parent ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?b child ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c name ?d   ?b name ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?b successor ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c spouse ?d   ?d spouse ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c spouse ?d   ?d parent ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c spouse ?d   ?b spouse ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?d successor ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?d child ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?d parent ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?d spouse ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?b parent ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?b predecessor ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?b father ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?b spouse ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c father ?d   ?d successor ?b,?a parent ?b,,,,,,,
?c spouse ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?b child ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?d predecessor ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c father ?d   ?d child ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c father ?d   ?b father ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c father ?d   ?b predecessor ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c father ?d   ?b parent ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c mother ?d   ?d child ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c mother ?d   ?b mother ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c mother ?d   ?b parent ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c child ?d   ?d predecessor ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c child ?d   ?d parent ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c child ?d   ?d mother ?b,?a parent ?b,,,,,,,
?c successor ?a   ?c child ?d   ?d father ?b,?a parent ?b,,,,,,,
?c parent ?a   ?c name ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c successor ?a   ?c child ?d   ?b child ?d,?a parent ?b,,,,,,,
?c successor ?a   ?c child ?d   ?b successor ?d,?a parent ?b,,,,,,,
?c parent ?a   ?c father ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c parent ?a   ?c spouse ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c parent ?a   ?c mother ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c parent ?a   ?c successor ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c spouse ?a   ?c father ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c parent ?a   ?c child ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c spouse ?a   ?c successor ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c spouse ?a   ?c parent ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c spouse ?a   ?c predecessor ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c spouse ?a   ?c mother ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c predecessor ?a   ?c child ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c predecessor ?a   ?c spouse ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c predecessor ?a   ?c mother ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c name ?a   ?c name ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c name ?a   ?c parent ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c name ?a   ?c father ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c name ?a   ?c child ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c name ?a   ?c mother ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c successor ?a   ?c gender ?d   ?b gender ?d,?a parent ?b,,,,,,,
?c father ?a   ?c name ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c father ?a   ?c father ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c father ?a   ?c parent ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c spouse ?a   ?c child ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c father ?a   ?c spouse ?d   ?d gender ?b,?a gender ?b,,,,,,,
?a marriedTo ?c   ?c marriedTo ?d   ?d child ?b,?a child ?b,,,,,,,
?c father ?a   ?c child ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c father ?a   ?c successor ?d   ?d gender ?b,?a gender ?b,,,,,,,
?c father ?a   ?c predecessor ?d   ?d gender ?b,?a gender ?b,,,,,,,
?a marriedTo ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b,1508,0.027851458885941646,0.0017596782302664656,42,3,23868,?a
?a child ?c   ?c spouse ?d   ?d child ?b,?a child ?b,,,,,,,
?a child ?c   ?c spouse ?d   ?b spouse ?d,?a child ?b,,,,,,,
?a child ?c   ?c spouse ?d   ?d spouse ?b,?a child ?b,,,,,,,
?a child ?c   ?c parent ?d   ?d child ?b,?a child ?b,,,,,,,
?a child ?c   ?c parent ?d   ?d successor ?b,?a child ?b,,,,,,,
?a child ?c   ?c parent ?d   ?b parent ?d,?a child ?b,,,,,,,
?a child ?c   ?c parent ?d   ?b father ?d,?a child ?b,,,,,,,
?a child ?c   ?c parent ?d   ?b mother ?d,?a child ?b,,,,,,,
?a child ?c   ?c parent ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?c successor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b,,,,,,,
?a child ?c   ?c child ?d   ?d parent ?b,?a child ?b,,,,,,,
?a child ?c   ?c child ?d   ?d mother ?b,?a child ?b,,,,,,,
?a child ?c   ?c child ?d   ?d predecessor ?b,?a child ?b,,,,,,,
?a child ?c   ?c child ?d   ?b successor ?d,?a child ?b,,,,,,,
?a child ?c   ?c father ?d   ?d child ?b,?a child ?b,,,,,,,
?a child ?c   ?c father ?d   ?d successor ?b,?a child ?b,,,,,,,
?a child ?c   ?c father ?d   ?b father ?d,?a child ?b,,,,,,,
?a child ?c   ?c child ?d   ?d father ?b,?a child ?b,,,,,,,
?a child ?c   ?c father ?d   ?b parent ?d,?a child ?b,,,,,,,
?a child ?c   ?c father ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?a child ?c   ?c name ?d   ?d name ?b,?a child ?b,,,,,,,
?a child ?c   ?c predecessor ?d   ?d child ?b,?a child ?b,,,,,,,
?a child ?c   ?c name ?d   ?b name ?d,?a child ?b,,,,,,,
?a child ?c   ?c predecessor ?d   ?d successor ?b,?a child ?b,,,,,,,
?a child ?c   ?c predecessor ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?a child ?c   ?c predecessor ?d   ?b father ?d,?a child ?b,,,,,,,
?a child ?c   ?c predecessor ?d   ?b mother ?d,?a child ?b,,,,,,,
?a child ?c   ?c predecessor ?d   ?b parent ?d,?a child ?b,,,,,,,
?a child ?c   ?c gender ?d   ?b gender ?d,?a child ?b,,,,,,,
?a child ?c   ?c mother ?d   ?d successor ?b,?a child ?b,,,,,,,
?a child ?c   ?c mother ?d   ?d child ?b,?a child ?b,,,,,,,
?a child ?c   ?c mother ?d   ?b mother ?d,?a child ?b,,,,,,,
?a child ?c   ?c mother ?d   ?b parent ?d,?a child ?b,,,,,,,
?a child ?c   ?c successor ?d   ?d predecessor ?b,?a child ?b,,,,,,,
?a child ?c   ?c successor ?d   ?d parent ?b,?a child ?b,,,,,,,
?a child ?c   ?c successor ?d   ?d father ?b,?a child ?b,,,,,,,
?a child ?c   ?c successor ?d   ?b successor ?d,?a child ?b,,,,,,,
?a child ?c   ?c successor ?d   ?b child ?d,?a child ?b,,,,,,,
?a successor ?c   ?c successor ?d   ?d predecessor ?b,?a child ?b,,,,,,,
?a successor ?c   ?c successor ?d   ?d parent ?b,?a child ?b,,,,,,,
?a successor ?c   ?c successor ?d   ?d father ?b,?a child ?b,,,,,,,
?a successor ?c   ?c successor ?d   ?b successor ?d,?a child ?b,,,,,,,
?a successor ?c   ?c successor ?d   ?b child ?d,?a child ?b,,,,,,,
?a successor ?c   ?c predecessor ?d   ?d child ?b,?a child ?b,,,,,,,
?a successor ?c   ?c predecessor ?d   ?d successor ?b,?a child ?b,,,,,,,
?a successor ?c   ?c predecessor ?d   ?b parent ?d,?a child ?b,,,,,,,
?a successor ?c   ?c predecessor ?d   ?b father ?d,?a child ?b,,,,,,,
?a successor ?c   ?c predecessor ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?a successor ?c   ?c predecessor ?d   ?b mother ?d,?a child ?b,,,,,,,
?a successor ?c   ?c parent ?d   ?d child ?b,?a child ?b,,,,,,,
?a successor ?c   ?c parent ?d   ?d successor ?b,?a child ?b,,,,,,,
?a successor ?c   ?c parent ?d   ?b parent ?d,?a child ?b,,,,,,,
?a successor ?c   ?c parent ?d   ?b father ?d,?a child ?b,,,,,,,
?a successor ?c   ?c parent ?d   ?b mother ?d,?a child ?b,,,,,,,
?a successor ?c   ?c parent ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?a successor ?c   ?c child ?d   ?d parent ?b,?a child ?b,,,,,,,
?a successor ?c   ?c child ?d   ?d father ?b,?a child ?b,,,,,,,
?a successor ?c   ?c child ?d   ?d predecessor ?b,?a child ?b,,,,,,,
?a successor ?c   ?c child ?d   ?b child ?d,?a child ?b,,,,,,,
?a successor ?c   ?c child ?d   ?b successor ?d,?a child ?b,,,,,,,
?c successor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.321353065539112,0.0005878485516494567,304,3,517140,?a
?c name ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.12684989429175475,0.000580113702285648,120,3,206856,?a
?a successor ?c   ?c father ?d   ?d child ?b,?a child ?b,,,,,,,
?a successor ?c   ?c father ?d   ?d successor ?b,?a child ?b,,,,,,,
?a successor ?c   ?c father ?d   ?b father ?d,?a child ?b,,,,,,,
?a successor ?c   ?c father ?d   ?b parent ?d,?a child ?b,,,,,,,
?a successor ?c   ?c father ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?a successor ?c   ?c name ?d   ?b name ?d,?a child ?b,,,,,,,
?a successor ?c   ?c spouse ?d   ?d spouse ?b,?a child ?b,,,,,,,
?a successor ?c   ?c spouse ?d   ?d child ?b,?a child ?b,,,,,,,
?a successor ?c   ?c mother ?d   ?d child ?b,?a child ?b,,,,,,,
?a successor ?c   ?c spouse ?d   ?b spouse ?d,?a child ?b,,,,,,,
?a successor ?c   ?c mother ?d   ?b mother ?d,?a child ?b,,,,,,,
?a successor ?c   ?c mother ?d   ?b parent ?d,?a child ?b,,,,,,,
?a successor ?c   ?c gender ?d   ?b gender ?d,?a child ?b,,,,,,,
?a successor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,,,,,,,
?a predecessor ?c   ?c predecessor ?d   ?d child ?b,?a child ?b,,,,,,,
?a predecessor ?c   ?c successor ?d   ?d successor ?b,?a child ?b,,,,,,,
?a predecessor ?c   ?c successor ?d   ?b parent ?d,?a child ?b,,,,,,,
?a predecessor ?c   ?c successor ?d   ?b father ?d,?a child ?b,,,,,,,
?a predecessor ?c   ?c successor ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?a predecessor ?c   ?c successor ?d   ?b mother ?d,?a child ?b,,,,,,,
?c spouse ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.7071881606765328,0.0005893982323339113,669,3,1135056,?a
?a predecessor ?c   ?c spouse ?d   ?d child ?b,?a child ?b,,,,,,,
?a predecessor ?c   ?c successor ?d   ?d child ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?d child ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?d successor ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?b parent ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?b father ?d,?a child ?b,,,,,,,
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.6501057082452432,0.000596145122078889,615,3,1031628,?a
?c predecessor ?a   ?c predecessor ?d   ?b mother ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d child ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d successor ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b parent ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b father ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b mother ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?d predecessor ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?d child ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?d parent ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?d father ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?b successor ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?b child ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c child ?d   ?d parent ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c child ?d   ?d predecessor ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c child ?d   ?d father ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c child ?d   ?b child ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c child ?d   ?b successor ?d,?a child ?b,,,,,,,
?a predecessor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c spouse ?d   ?d spouse ?b,?a child ?b,,,,,,,
?a predecessor ?c   ?c gender ?d   ?b gender ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c spouse ?d   ?d child ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c spouse ?d   ?b spouse ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?d child ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c name ?d   ?b name ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?d successor ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?b father ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?b parent ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c mother ?d   ?d child ?b,?a child ?b,,,,,,,
?c predecessor ?a   ?c mother ?d   ?b mother ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c mother ?d   ?b parent ?d,?a child ?b,,,,,,,
?a predecessor ?c   ?c child ?d   ?d successor ?b,?a child ?b,,,,,,,
?a predecessor ?c   ?c child ?d   ?d child ?b,?a child ?b,,,,,,,
?a predecessor ?c   ?c child ?d   ?b parent ?d,?a child ?b,,,,,,,
?a predecessor ?c   ?c child ?d   ?b father ?d,?a child ?b,,,,,,,
?a predecessor ?c   ?c child ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c gender ?d   ?b gender ?d,?a child ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?d child ?b,?a child ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?d successor ?b,?a child ?b,,,,,,,
?a successor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b,1508,0.4277188328912467,0.001374082879566429,645,3,469404,?a
?a spouse ?c   ?c spouse ?d   ?b father ?d,?a child ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?b parent ?d,?a child ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?b mother ?d,?a child ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?a spouse ?c   ?c name ?d   ?d child ?b,?a child ?b,,,,,,,
?a spouse ?c   ?c name ?d   ?b parent ?d,?a child ?b,,,,,,,
?a spouse ?c   ?c name ?d   ?b mother ?d,?a child ?b,,,,,,,
?a spouse ?c   ?c successor ?d   ?d child ?b,?a child ?b,,,,,,,
?c marriedTo ?a   ?c marriedTo ?d   ?d child ?b,?a child ?b,,,,,,,
?c marriedTo ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b,1508,0.03183023872679045,0.0016454134101192926,48,3,29172,?a
?a spouse ?c   ?c gender ?d   ?b gender ?d,?a child ?b,,,,,,,
?c child ?a   ?c child ?d   ?d successor ?b,?a child ?b,,,,,,,
?c child ?a   ?c child ?d   ?b parent ?d,?a child ?b,,,,,,,
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b,1508,0.4423076923076923,0.0014050742772399032,667,3,474708,?a
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b,1508,0.4250663129973475,0.0013578897418950295,641,3,472056,?a
?c child ?a   ?c child ?d   ?b father ?d,?a child ?b,,,,,,,
?c child ?a   ?c child ?d   ?b mother ?d,?a child ?b,,,,,,,
?c child ?a   ?c child ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d child ?b,?a child ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d successor ?b,?a child ?b,,,,,,,
?c child ?a   ?c successor ?d   ?b parent ?d,?a child ?b,,,,,,,
?c child ?a   ?c successor ?d   ?b father ?d,?a child ?b,,,,,,,
?a name ?c   ?c name ?d   ?d child ?b,?a child ?b,,,,,,,
?c child ?a   ?c successor ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?a name ?c   ?c name ?d   ?b mother ?d,?a child ?b,,,,,,,
?a name ?c   ?c name ?d   ?b parent ?d,?a child ?b,,,,,,,
?a spouse ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,,,,,,,
?a name ?c   ?c spouse ?d   ?d child ?b,?a child ?b,,,,,,,
?a name ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,,,,,,,
?a name ?c   ?c spouse ?d   ?b parent ?d,?a child ?b,,,,,,,
?a name ?c   ?c spouse ?d   ?b father ?d,?a child ?b,,,,,,,
?c mother ?a   ?c gender ?d   ?b gender ?d,?a child ?b,,,,,,,
?c mother ?a   ?c mother ?d   ?d child ?b,?a child ?b,,,,,,,
?c mother ?a   ?c mother ?d   ?b mother ?d,?a child ?b,,,,,,,
?c mother ?a   ?c mother ?d   ?b parent ?d,?a child ?b,,,,,,,
?c mother ?a   ?c child ?d   ?d parent ?b,?a child ?b,,,,,,,
?c child ?a   ?c gender ?d   ?b gender ?d,?a child ?b,,,,,,,
?c mother ?a   ?c child ?d   ?d mother ?b,?a child ?b,,,,,,,
?c mother ?a   ?c child ?d   ?d father ?b,?a child ?b,,,,,,,
?c mother ?a   ?c child ?d   ?d predecessor ?b,?a child ?b,,,,,,,
?c mother ?a   ?c child ?d   ?b successor ?d,?a child ?b,,,,,,,
?c mother ?a   ?c child ?d   ?b child ?d,?a child ?b,,,,,,,
?c mother ?a   ?c spouse ?d   ?d spouse ?b,?a child ?b,,,,,,,
?c mother ?a   ?c spouse ?d   ?b spouse ?d,?a child ?b,,,,,,,
?c mother ?a   ?c father ?d   ?d child ?b,?a child ?b,,,,,,,
?c mother ?a   ?c father ?d   ?d successor ?b,?a child ?b,,,,,,,
?c mother ?a   ?c father ?d   ?b father ?d,?a child ?b,,,,,,,
?c mother ?a   ?c father ?d   ?b parent ?d,?a child ?b,,,,,,,
?c mother ?a   ?c father ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?a name ?c   ?c gender ?d   ?b gender ?d,?a child ?b,,,,,,,
?c mother ?a   ?c name ?d   ?d name ?b,?a child ?b,,,,,,,
?c mother ?a   ?c name ?d   ?b name ?d,?a child ?b,,,,,,,
?c mother ?a   ?c successor ?d   ?d predecessor ?b,?a child ?b,,,,,,,
?c mother ?a   ?c successor ?d   ?d parent ?b,?a child ?b,,,,,,,
?c mother ?a   ?c successor ?d   ?d father ?b,?a child ?b,,,,,,,
?c mother ?a   ?c successor ?d   ?b successor ?d,?a child ?b,,,,,,,
?c mother ?a   ?c successor ?d   ?b child ?d,?a child ?b,,,,,,,
?c mother ?a   ?c predecessor ?d   ?d child ?b,?a child ?b,,,,,,,
?c mother ?a   ?c predecessor ?d   ?d successor ?b,?a child ?b,,,,,,,
?c mother ?a   ?c predecessor ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?c mother ?a   ?c predecessor ?d   ?b parent ?d,?a child ?b,,,,,,,
?c mother ?a   ?c predecessor ?d   ?b father ?d,?a child ?b,,,,,,,
?c mother ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,,,,,,,
?a child ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?d child ?b,?a child ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?d successor ?b,?a child ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?b father ?d,?a child ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?b parent ?d,?a child ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?b mother ?d,?a child ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?d child ?b,?a child ?b,,,,,,,
?c mother ?a   ?c parent ?d   ?d child ?b,?a child ?b,,,,,,,
?c mother ?a   ?c parent ?d   ?d successor ?b,?a child ?b,,,,,,,
?c mother ?a   ?c parent ?d   ?b parent ?d,?a child ?b,,,,,,,
?c mother ?a   ?c parent ?d   ?b mother ?d,?a child ?b,,,,,,,
?c mother ?a   ?c parent ?d   ?b father ?d,?a child ?b,,,,,,,
?c mother ?a   ?c parent ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?c successor ?a   ?c spouse ?d   ?d child ?b,?a child ?b,,,,,,,
?c successor ?a   ?c gender ?d   ?b gender ?d,?a child ?b,,,,,,,
?c child ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,,,,,,,
?c successor ?a   ?c child ?d   ?d child ?b,?a child ?b,,,,,,,
?c successor ?a   ?c child ?d   ?d successor ?b,?a child ?b,,,,,,,
?c successor ?a   ?c child ?d   ?b parent ?d,?a child ?b,,,,,,,
?c successor ?a   ?c child ?d   ?b father ?d,?a child ?b,,,,,,,
?c successor ?a   ?c child ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?c name ?a   ?c name ?d   ?b parent ?d,?a child ?b,,,,,,,
?c name ?a   ?c name ?d   ?d child ?b,?a child ?b,,,,,,,
?c name ?a   ?c name ?d   ?b mother ?d,?a child ?b,,,,,,,
?c successor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,,,,,,,
?c name ?a   ?c spouse ?d   ?d child ?b,?a child ?b,,,,,,,
?c name ?a   ?c spouse ?d   ?b parent ?d,?a child ?b,,,,,,,
?c name ?a   ?c spouse ?d   ?b father ?d,?a child ?b,,,,,,,
?c mother ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b,1508,0.393236074270557,0.0014710843851710724,593,3,403104,?a
?c name ?a   ?c gender ?d   ?b gender ?d,?a child ?b,,,,,,,
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b,1508,0.7506631299734748,0.001321509789912631,1132,3,856596,?a
?c name ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?d child ?b,?a child ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?d successor ?b,?a child ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?b parent ?d,?a child ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?b father ?d,?a child ?b,,,,,,,
?c successor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b,1508,0.4197612732095491,0.001404045781208411,633,3,450840,?a
?a parent ?c   ?c successor ?d   ?b predecessor ?d,?a child ?b,,,,,,,
?a parent ?c   ?c child ?d   ?d successor ?b,?a child ?b,,,,,,,
